timeStamp,averageExecutionTime,medianOfFlowDuration,maxFlowDuration,flowDurationList,avgCpuByProcess,medianOfCpuByProcess,maxCpuByProcess,cpuByProcessList,avgDiskByProcess,medianOfDiskByProcess,maxDiskByProcess,diskByProcessList,avgMemByProcess,medianOfMemByProcess,maxMemByProcess,memByProcessList,percentageHeap,medianOfHeap,maxHeap,percentHeapList,percentageWorkerThreads,medianOfWorkerThreads,maxWorkerThreads,percentWorkerThreadsList,avgInBufferSize,medianOfInBuffer,maxInBuffer,inBufferSizeList,percentageOutBuffer,medianOfOutBuffer,maxOutBuffer,percentOutBufferList,avgSystemCpuJmx,medianOfSystemCpu,maxSystemCpu,systemCpuJmxList
Jan 10-- 2021 5:25:05 PM,13200.6,13751,15516,15516;13751;14235;11719;10782;,0.419459625,0.482,0.55,0.4936051118068434;0.5495152116212667;0.4700534427003407;0.16466473249804797;,2049476058,2.05E+09,2055524104,2055524104;2049667921;2047555405;2045156800;,53,53,53,53.0;53.0;53.0;53.0;,0.479271484,0.484,0.556,0.5338743160329417;0.39390958502633905;0.5555595444553159;0.43374248906421126;,32,32,32,32.0;32.0;32.0;32.0;,0,0,0,0;0;0;0;,1.383333333,0.413,4.44,0.37333333333333335;0.45333333333333337;0.26666666666666666;4.44;,0.421769383,0.485,0.551,0.5015770808584927;0.5511002779665093;0.4679614879325814;0.16643868442766707;
Jan 10-- 2021 5:27:10 PM,12559.6,12703,13501,13501;13047;12125;12703;11422;,0.43532876,0.401,0.762,0.7617961255142296;0.47194031653980917;0.33104592600021965;0.1765326730515907;,2123232150,2.12E+09,2125461899,2125461899;2123760186;2122673367;2121033146;,53,53,53,53.0;53.0;53.0;53.0;,0.453613024,0.421,0.577,0.39480992780358926;0.5770533512914456;0.4382611042525959;0.40432771108176696;,33,33,33,33.0;33.0;33.0;33.0;,0,0,0,0;0;0;0;,2.916666667,2.44,6.44,0.44;0.3466666666666667;4.44;6.4399999999999995;,0.44022849,0.409,0.765,0.7652113720676978;0.4837675110934383;0.33334832177962265;0.17858675582922534;
Jan 10-- 2021 5:29:20 PM,12313,12423,13407,13407;12703;12423;11235;11797;,0.401482795,0.472,0.488,0.4719537673895843;0.48799110615219393;0.4711378098073265;0.17484849562324445;,2196916797,2.20E+09,2199777831,2199777831;2197727685;2195661142;2194500530;,53,53,53,53.0;53.0;53.0;53.0;,0.424489148,0.438,0.491,0.4510683620328295;0.3301473937323824;0.4258678106614101;0.4908730238508997;,34.25,34,35,34.0;34.0;34.0;35.0;,0,0,0,0;0;0;0;,1.386666667,0.507,4.467,0.52;0.4933333333333333;4.466666666666667;0.06666666666666667;,0.407483452,0.48,0.493,0.4934708871643224;0.48911548392955495;0.4704910807425271;0.17685635620186743;
Jan 10-- 2021 5:31:31 PM,12653.2,12922,13672,13219;13672;12922;12906;10547;,0.407611094,0.444,0.565,0.4137263893432598;0.474385940061852;0.5653059234085547;0.17702612188088784;,2268687069,2.27E+09,2270912719,2270912719;2269493864;2267849534;2266492158;,53,53,53,53.0;53.0;53.0;53.0;,0.477460333,0.485,0.614,0.3990824326070874;0.5704780242383465;0.6141090482846225;0.32617182680241286;,35,35,35,35.0;35.0;35.0;35.0;,0.25,0,1,0;1;0;0;,3.456666667,3.44,4.533,4.533333333333333;2.413333333333333;4.466666666666667;2.413333333333333;,0.409338134,0.447,0.564,0.41581835943010836;0.4780355469884048;0.5639068590848293;0.17959176980284597;
Jan 10-- 2021 5:33:36 PM,12644,12672,13984,13563;13984;12048;12672;10953;,0.432409815,0.47,0.599,0.5291992088260148;0.41116796990675253;0.5992611332445509;0.19001094762328394;,2338021509,2.34E+09,2342261302,2342261302;2337689593;2336393709;2335741430;,53,53,53,53.0;53.0;53.0;53.0;,0.514043484,0.529,0.589,0.5175790151353594;0.4103545358914062;0.5397321631910481;0.5885082225727469;,36,36,36,36.0;36.0;36.0;36.0;,0,0,0,0;0;0;0;,2.383333333,2.52,4.493,0.0;2.56;4.493333333333333;2.48;,0.439112271,0.479,0.605,0.5386006974904132;0.41914361143696843;0.6045942954360717;0.1941104781836217;
Jan 10-- 2021 5:35:53 PM,14987.6,13328,18048,17796;18048;12797;12969;13328;,0.486842793,0.573,0.586,0.5855565921471645;0.5021073582408195;0.5827990548418599;0.573361190867655;0.19038977073951657;,2412063017,2.41E+09,2421196485,2421196485;2418416666;2409318369;2406927969;2404455597;,53,53,53,53.0;53.0;53.0;53.0;53.0;,0.57333416,0.575,0.639,0.6280291663013375;0.49623778163095006;0.6392934536038388;0.5279778390328532;0.5751325590669036;,36.4,36,38,36.0;36.0;36.0;38.0;36.0;,0,0,0,0;0;0;0;0;,0.282666667,0.36,0.573,0.48;0.0;0.5733333333333334;0.36;0.0;,0.491117612,0.581,0.586,0.5855048842104341;0.5114305873079144;0.584173656573362;0.581446320182293;0.19303261186893972;
Jan 10-- 2021 5:37:49 PM,14738.2,14844,15704,15704;14844;15454;14079;13610;,0.501151319,0.585,0.703,0.6257849782273747;0.7026971722860387;0.5854133859792092;0.3821686893478408;0.20969236868288793;,2483757770,2.48E+09,2487083304,2487083304;2486287522;2483782369;2481391982;2480243671;,53,53,53,53.0;53.0;53.0;53.0;53.0;,0.424925143,0.411,0.519,0.41124693431065895;0.5190594319570986;0.38895869141680517;0.38806998944629945;0.4172906675209074;,38,38,38,38.0;38.0;38.0;38.0;38.0;,0,0,0,0;0;0;0;0;,1.696,2.427,2.507,2.4266666666666667;0.5599999999999999;0.5599999999999999;2.4266666666666667;2.506666666666667;,0.502537474,0.585,0.702,0.6261413286112661;0.7020543849873;0.584804737367604;0.386983735607483;0.21270318147803421;
Jan 10-- 2021 5:40:00 PM,13781.8,14798,15747,15747;14798;15219;11285;11860;,0.396311064,0.41,0.568,0.5305725266289135;0.5677291728439071;0.2891849184401092;0.19775763795389115;,2561931331,2.56E+09,2564301479,2564301479;2562677668;2561299786;2559446391;,53,53,53,53.0;53.0;53.0;53.0;,0.472292984,0.563,0.706,0.05590873688608325;0.5844626051167298;0.7063307053039769;0.5424698904151168;,39,39,39,39.0;39.0;39.0;39.0;,0,0,0,0;0;0;0;,4.016666667,3.453,6.64,2.533333333333333;2.52;6.64;4.373333333333333;,0.401166237,0.409,0.587,0.524882813135488;0.5868102451684263;0.29234749369949753;0.20062439539626864;
Jan 10-- 2021 5:42:07 PM,12531.6,12610,13625,13625;12610;11297;12891;12235;,0.400761369,0.426,0.544,0.36280993344862333;0.543880681964433;0.4887551203052778;0.2075997406801695;,2632942221,2.63E+09,2635944661,2635944661;2634427450;2631614837;2629781935;,53,53,53,53.0;53.0;53.0;53.0;,0.211554047,0.221,0.321,0.08303932304151074;0.16440920866919903;0.27796782641927487;0.3207998299374328;,40.25,40,41,40.0;40.0;40.0;41.0;,0,0,0,0;0;0;0;,2.356666667,1.773,5.333,2.533333333333333;0.5466666666666666;5.333333333333334;1.0133333333333332;,0.401599809,0.428,0.54,0.3602790870903847;0.5404107633522957;0.49474149254709215;0.21096789255738357;
Jan 10-- 2021 5:44:21 PM,13731.8,14438,15816,15816;14657;14438;11607;12141;,0.462182617,0.482,0.679,0.4713403636804319;0.4920469131711943;0.6794299723633692;0.20591321745120875;,2709487105,2.71E+09,2712220041,2712220041;2710235483;2708406690;2707086204;,53,53,53,53.0;53.0;53.0;53.0;,0.180376905,0.158,0.255,0.2545127156600838;0.15482724608919288;0.15091219445063464;0.16125546401869803;,41,41,41,41.0;41.0;41.0;41.0;,0,0,0,0;0;0;0;,0.993333333,0.607,2.533,0.6533333333333333;0.5599999999999999;0.22666666666666668;2.533333333333333;,0.464998401,0.483,0.686,0.4740114782116919;0.4914544723832231;0.6860209756585853;0.20850667941210033;
Jan 10-- 2021 5:46:31 PM,13384.6,13953,14406,14110;13953;14406;10860;13594;,0.444176476,0.444,0.65,0.501511611440376;0.6496710526315791;0.42284965510186284;0.4058816988982558;0.4652898811049606;0.21985495779930792;,2790024839,2.79E+09,2794878979,2794878979;2792849326;2790278572;2789085153;2787321974;2785735027;,53,53,53,53.0;53.0;53.0;53.0;53.0;53.0;,0.220942597,0.199,0.324,0.126681098633115;0.32238640908756355;0.18350091293219578;0.3239341970415822;0.1545679388937748;0.21458502528464146;,42,42,42,42.0;42.0;42.0;42.0;42.0;42.0;,0,0,0,0;0;0;0;0;0;,1.386666667,0.58,4.573,0.6;0.5599999999999999;0.0;0.02666666666666667;2.56;4.573333333333333;,0.447792752,0.445,0.65,0.5035287385205756;0.6496710736842105;0.43001839988483764;0.4194080821410403;0.4602637562435087;0.22386645939145366;
Jan 10-- 2021 5:48:37 PM,13103.8,13001,14375,14375;13516;12501;13001;12126;,0.392258302,0.42,0.511,0.3711845661724562;0.46810495137700253;0.5114781370909746;0.21826555211669946;,2871910902,2.87E+09,2874737097,2874737097;2872990289;2870505629;2869410592;,53,53,53,53.0;53.0;53.0;53.0;,0.25106753,0.264,0.356,0.30791091446478475;0.35584983339223497;0.12049176555112608;0.22001760662093278;,43.25,43,44,43.0;43.0;44.0;43.0;,0,0,0,0;0;0;0;,2.786666667,2.627,4.987,2.6133333333333333;2.64;4.986666666666666;0.9066666666666667;,0.399033337,0.428,0.516,0.37488653941091793;0.48184177425225205;0.5161693297788079;0.22323570407295856;
Jan 10-- 2021 5:50:50 PM,10641,11344,13376,11344;13376;11469;9282;7734;,0.470988464,0.559,0.64,0.5585196522232908;0.6401378316873376;0.21430790845395856;,2957165253,2.96E+09,2961733035,2961733035;2957190011;2952572712;,53,53,53,53.0;53.0;53.0;,0.344012936,0.351,0.384,0.29728507735587684;0.3508075305816185;0.38394619934790025;,44,44,44,44.0;44.0;44.0;,0,0,0,0;0;0;,0.555555556,0.587,0.587,0.4933333333333333;0.5866666666666667;0.5866666666666667;,0.479875845,0.573,0.65,0.5728099263060278;0.6499971049580477;0.21682050458334287;
Jan 10-- 2021 5:53:05 PM,12700.4,12220,14249,13813;14249;11766;12220;11454;,0.426351858,0.451,0.613,0.6128858507886839;0.4197926091763652;0.4827268609948859;0.19000210938514747;,3028968216,3.03E+09,3031833349,3031833349;3029807779;3028114297;3026117438;,53,53,53,53.0;53.0;53.0;53.0;,0.245107169,0.241,0.337,0.3365325359154482;0.16231953444769331;0.22124436534362377;0.2603322406917792;,45.25,45,46,45.0;46.0;45.0;45.0;,0,0,0,0;0;0;0;,4.236666667,4.633,7.04,0.64;7.04;3.0133333333333336;6.253333333333333;,0.432080609,0.457,0.622,0.6215641624811237;0.42815651040451724;0.4859272389405112;0.19267452567360077;
Jan 10-- 2021 5:55:23 PM,13637.8,13094,15845,13562;15845;12625;13094;13063;,0.47418871,0.547,0.586,0.5859581384852406;0.5425915515478843;0.5518748154102592;0.21633033556143144;,3108312254,3.11E+09,3111601655,3111601655;3109006325;3107046343;3105594694;,53,53,53,53.0;53.0;53.0;53.0;,0.216878529,0.206,0.298,0.2980364667960267;0.15717250868708604;0.18274871015130245;0.22955642854707495;,46.25,46,47,46.0;46.0;47.0;46.0;,0,0,0,0;0;0;0;,2.246666667,1.893,4.627,0.5733333333333334;1.1733333333333333;2.6133333333333333;4.626666666666666;,0.478668251,0.549,0.598,0.5983351470060851;0.5419384568290164;0.5551314451432519;0.21926795425924472;
Jan 10-- 2021 5:57:38 PM,13248.2,13470,14313,14313;13470;13938;12629;11891;,0.431381341,0.412,0.607,0.5143954050513163;0.6072754029253374;0.4104969064555072;0.41169372461510184;0.2130452680681924;,3193050591,3.19E+09,3195838306,3195838306;3194120209;3193131772;3191954737;3190207929;,53,53,53,53.0;53.0;53.0;53.0;53.0;,0.249319057,0.219,0.43,0.16044462271091225;0.23839904879931337;0.42961949373663494;0.2185596386566874;0.19957248163046004;,47,47,47,47.0;47.0;47.0;47.0;47.0;,0,0,0,0;0;0;0;0;,4.242666667,4.627,6.667,2.6533333333333333;6.666666666666667;4.626666666666666;4.64;2.626666666666667;,0.440633751,0.422,0.616,0.5296699701240299;0.6163670747153671;0.41846267604893744;0.42206419135751505;0.21660484387480827;
Jan 10-- 2021 5:59:54 PM,11919.4,12345,13845,13845;12345;12828;12329;8250;,0.424813514,0.512,0.539,0.5392270902125522;0.5119385439802892;0.2232749066139936;,3275877266,3.28E+09,3278738061,3278738061;3275773232;3273120506;,53,53,53,53.0;53.0;53.0;,0.278787182,0.286,0.373,0.285862121071166;0.3727719678785322;0.17772745828802453;,48,48,48,48.0;48.0;48.0;,0,0,0,0;0;0;,2.511111111,2.52,4.64,4.64;2.52;0.37333333333333335;,0.424769723,0.508,0.54,0.5399414434719075;0.5078253535913702;0.22654237056593332;
Jan 10-- 2021 6:02:11 PM,13131.6,13656,15001,15001;13734;13656;11423;11844;,0.488080674,0.512,0.675,0.6753382177126527;0.5286808476700668;0.5046052291634372;0.5121908685183679;0.21958820552566982;,3352739741,3.35E+09,3356575213,3356575213;3354029061;3352413442;3351215953;3349465036;,53,53,53,53.0;53.0;53.0;53.0;53.0;,0.306473836,0.318,0.404,0.3386216561885867;0.21807321787175932;0.31839802309086057;0.4038444102825223;0.2534318726981547;,49,49,49,49.0;49.0;49.0;49.0;49.0;,0,0,0,0;0;0;0;0;,0.936,0.667,2.493,0.6533333333333333;0.7333333333333333;2.493333333333333;0.13333333333333333;0.6666666666666667;,0.498539331,0.523,0.679,0.6788237490166797;0.5665222168528954;0.5020694602671557;0.5229307535740737;0.2223504732353151;
Jan 10-- 2021 6:04:24 PM,13109.8,13297,14704,13297;13251;13672;10625;14704;,0.530974188,0.58,0.649,0.5671316629543425;0.6485217965956346;0.6226210296484966;0.5796745886306518;0.2369218606399549;,3440231193,3.44E+09,3444062566,3444062566;3442110802;3439642539;3438014619;3437325437;,53,53,53,53.0;53.0;53.0;53.0;53.0;,0.287864457,0.238,0.399,0.23783986796410864;0.3990024296541392;0.23622181957552893;0.22202238788216644;0.34423577990222387;,50.2,50,51,50.0;50.0;51.0;50.0;50.0;,0,0,0,0;0;0;0;0;,2.248,0.893,4.92,0.09333333333333334;0.6666666666666667;4.666666666666667;4.92;0.8933333333333333;,0.5348087,0.582,0.651,0.5670954575534343;0.6511561155457453;0.6329812877861494;0.5820462473997646;0.24076439057089039;
Jan 10-- 2021 6:06:38 PM,13072.2,13235,15032,15032;13235;13703;12078;11313;,0.506293631,0.556,0.689,0.6829212859462447;0.6892402040708638;0.42852499293867274;0.22448804175546383;,3529277626,3.53E+09,3532541397,3532541397;3529462362;3528412420;3526694323;,53,53,53,53.0;53.0;53.0;53.0;,0.325399253,0.33,0.448,0.4483337175278437;0.30769156936615233;0.19377850161658394;0.35179322547206787;,51,51,51,51.0;51.0;51.0;51.0;,0,0,0,0;0;0;0;,2.023333333,1.667,4.747,0.013333333333333334;0.72;4.746666666666666;2.6133333333333333;,0.508883726,0.558,0.693,0.6844537613119082;0.6927679487096259;0.4312884126617611;0.2270247810065319;
Jan 10-- 2021 6:08:50 PM,13234.8,13578,15969,13016;13578;15969;14548;9063;,0.564534852,0.636,0.685,0.6604756005948218;0.6357449666760241;0.6854032144862436;0.6165537959194918;0.22449668118475322;,3609134665,3.61E+09,3613868082,3613868082;3610948895;3609325071;3607020270;3604511008;,53,53,53,53.0;53.0;53.0;53.0;53.0;,0.333506599,0.337,0.439,0.39002648184197297;0.25560782137028143;0.4388439511863215;0.2459477541718677;0.33710698656922766;,52,52,52,52.0;52.0;52.0;52.0;52.0;,0,0,0,0;0;0;0;0;,0.968,0.693,2.68,0.6933333333333334;0.6933333333333334;2.68;0.0;0.7733333333333333;,0.569101808,0.643,0.69,0.6683315855553467;0.6434157594500935;0.6897941874447369;0.6133345588334783;0.2306329493294863;
Jan 10-- 2021 6:11:15 PM,13300.2,13438,14500,14500;13438;13875;12000;12688;,0.502922171,0.557,0.675,0.6746519212801428;0.5687653252001666;0.5458807301140055;0.22239070632444308;,3689053820,3.69E+09,3690798821,3690798821;3689650536;3688703072;3687062851;,53,53,53,53.0;53.0;53.0;53.0;,0.316342035,0.341,0.362,0.3621154747340168;0.22037780270109686;0.3438690319868867;0.33900583099023907;,53,53,53,53.0;53.0;53.0;53.0;,0,0,0,0;0;0;0;,4.186666667,3.733,6.693,2.5866666666666664;2.76;6.693333333333333;4.706666666666667;,0.511011355,0.566,0.688,0.687777346580714;0.591145909514464;0.5400352255137778;0.22508693997003648;
Jan 10-- 2021 6:13:30 PM,15366,15094,18125,15094;18125;16063;13579;13969;,0.537300841,0.527,0.747,0.7245641349092026;0.7471845636208443;0.463188380594875;0.5916616615193716;0.4571192408826775;0.24008706533780327;,3776046786,3.77E+09,3787515673,3787515673;3778462445;3776272944;3773185678;3771467568;3769376410;,53,53,53,53.0;53.0;53.0;53.0;53.0;53.0;,0.345974004,0.368,0.424,0.24760970946722352;0.39852313484832824;0.2702605308867093;0.42369508976263653;0.37014688813152047;0.3656086698331021;,54,54,54,54.0;54.0;54.0;54.0;54.0;54.0;,0,0,0,0;0;0;0;0;0;,2.513333333,2.927,4.72,0.72;0.72;3.0666666666666664;2.933333333333333;4.72;2.92;,0.554332944,0.55,0.798,0.7338335830945786;0.7977545542078918;0.4674777707787948;0.6327021630381868;0.4508704363476303;0.24335915803129315;
Jan 10-- 2021 6:15:57 PM,12382.2,11063,16470,14486;16470;11063;9454;10438;,0.527305808,0.606,0.686,0.686160614480534;0.4975662060463175;0.6056793571013601;0.6291508661445784;0.21797199555574487;,3864696334,3.86E+09,3871178403,3871178403;3868484678;3862915806;3861267406;3859635377;,53,53,53,53.0;53.0;53.0;53.0;53.0;,0.327323106,0.301,0.451,0.3942350386864103;0.2555342979303507;0.2344101575284212;0.45127320835405327;0.30116282574954006;,55,55,55,55.0;55.0;55.0;55.0;55.0;,0,0,0,0;0;0;0;0;,1.365333333,0.733,4.533,0.64;0.10666666666666667;0.7333333333333333;0.8133333333333332;4.533333333333333;,0.537736459,0.612,0.708,0.7079563963869799;0.5085667073353641;0.6118146290972909;0.6388510821692968;0.22149348148748615;
Jan 10-- 2021 6:18:25 PM,12949,13646,14251,14251;13985;13646;11091;11772;,0.516230889,0.531,0.78,0.47794418080841866;0.7804671548592783;0.5842824904356485;0.22222972795320886;,3954929482,3.95E+09,3957819194,3957819194;3956260971;3953702531;3951935230;,53,53,53,53.0;53.0;53.0;53.0;,0.408914988,0.399,0.539,0.538917208058811;0.44679706965983934;0.2995343285093109;0.3504113470651663;,56,56,56,56.0;56.0;56.0;56.0;,0,0,0,0;0;0;0;,1.126666667,0.773,2.747,0.7466666666666667;0.8;0.21333333333333335;2.7466666666666666;,0.51925772,0.531,0.79,0.47495915216916607;0.7896396731434774;0.5862966509962887;0.22613540296102863;
Jan 10-- 2021 6:20:42 PM,11403.4,11375,13751,11375;13751;13313;10281;8297;,0.448602422,0.505,0.58,0.5803993946815406;0.5046420952373285;0.2607657768701292;,4042988058,4.04E+09,4046929850,4046929850;4043313276;4038721048;,53,53,53,53.0;53.0;53.0;,0.403964102,0.373,0.478,0.36144869542780045;0.3727375040006875;0.47770610708353073;,57.33333333,57,58,57.0;58.0;57.0;,0,0,0,0;0;0;,2.764444444,2.747,4.787,0.76;2.7466666666666666;4.786666666666667;,0.454086319,0.507,0.59,0.5900245104635542;0.507067831834477;0.2651666154304809;
Jan 10-- 2021 6:22:49 PM,14175.6,14610,15688,15173;15688;14610;13594;11813;,0.502520972,0.512,0.731,0.7307942931519436;0.5240201850721913;0.5006153858591523;0.2546540248495275;,4127764845,4.13E+09,4130152433,4130152433;4128848318;4126974443;4125084184;,53,53,53,53.0;53.0;53.0;53.0;,0.432135539,0.462,0.516,0.2887099163847329;0.515879185741544;0.4780527560118619;0.44590029727443947;,58,58,58,58.0;58.0;58.0;58.0;,0,0,0,0;0;0;0;,3.24,3.273,3.853,3.3066666666666666;3.2399999999999998;3.8533333333333335;2.56;,0.506341812,0.513,0.742,0.7415975980015227;0.5265431543515142;0.49938459117354683;0.2578419049619588;
Jan 10-- 2021 6:25:24 PM,13519.2,13563,14767,14767;14531;13563;13219;11516;,0.526876883,0.553,0.762,0.7617873962435706;0.6184375865596006;0.4880995381831093;0.23918301135423645;,4222339410,4.22E+09,4226264608,4226264608;4223611335;4220733134;4218748563;,53,53,53,53.0;53.0;53.0;53.0;,0.493812198,0.497,0.585,0.5848010043988963;0.4424115462881899;0.5522526026379134;0.395783638114671;,59.25,59,60,59.0;59.0;59.0;60.0;,0,0,0,0;0;0;0;,2.783333333,2.74,4.813,2.7866666666666666;0.84;4.8133333333333335;2.6933333333333334;,0.537378754,0.569,0.77,0.7703213852669287;0.636085763425524;0.5009844977041694;0.24212337022330066;
Jan 10-- 2021 6:27:45 PM,13628.4,13110,15453,15453;12720;14359;12500;13110;,0.477729467,0.493,0.667,0.4596958063800791;0.6671287084271066;0.5256072715395814;0.2584860826500901;,4310595760,4.31E+09,4313746836,4313746836;4311840141;4309232484;4307563578;,53,53,53,53.0;53.0;53.0;53.0;,0.478806006,0.502,0.599,0.3121534745792653;0.4435085802788102;0.5603023187622588;0.5992596497317212;,60.25,60,61,60.0;60.0;60.0;61.0;,0,0,0,0;0;0;0;,2.716666667,1.82,6.853,2.8400000000000003;0.8;6.8533333333333335;0.37333333333333335;,0.475918613,0.483,0.674,0.4662942111868469;0.673730259738443;0.500468146219621;0.2631818328920513;
Jan 10-- 2021 6:30:15 PM,14520.8,14614,14951,14614;14641;14086;14312;14951;,0.56034933,0.63,0.703,0.6627913276505233;0.6712913635479064;0.5981706840942225;0.4922618643589758;0.7026072977322445;0.2349734421069407;,4407798328,4.41E+09,4412630586,4412630586;4410810011;4408563088;4406373587;4405081812;4403330882;,53,53,53,53.0;53.0;53.0;53.0;53.0;53.0;,0.454966446,0.451,0.554,0.5013611242659896;0.3910406703302436;0.5279535829856458;0.3545433907452639;0.401346115568849;0.5535537905117255;,61.16666667,61,62,61.0;61.0;61.0;61.0;62.0;61.0;,0,0,0,0;0;0;0;0;0;,4.3,5.06,7.36,0.6666666666666667;0.8133333333333332;6.84;4.8133333333333335;7.359999999999999;5.306666666666667;,0.569331493,0.636,0.72,0.6801200483683922;0.6743850889629018;0.5970338858231379;0.5064358389073976;0.7204032708852818;0.2376108242820586;
Jan 10-- 2021 9:45:16 PM,25439.2,15126,43290,39995;14170;43290;14615;15126;,0.221185587,0.221,0.439,0.4389752337726659;0.0033959399395063774;,4446186357,4.45E+09,4446186617,4446186617;4446186096;,53,53,53,53.0;53.0;,0.566431229,0.566,0.692,0.6918764600750851;0.4409859972047101;,61.5,61.5,62,61.0;62.0;,0,0,0,0;0;,0.94,0.94,1.067,0.8133333333333332;1.0666666666666667;,0.223546637,0.224,0.443,0.4426693045193094;0.004423970309959557;
Jan 10-- 2021 9:49:14 PM,80537,97428,98400,14408;98400;97428;98261;94188;,0.305976178,0.375,0.423,0.3748347485715457;0.4226726117027417;0.12042117307693298;,4446190438,4.45E+09,4446191306,4446191306;4446190264;4446189743;,53,53,53,53.0;53.0;53.0;,0.730700906,0.685,0.834,0.684566805647282;0.6730416300078575;0.8344942826221018;,62,62,62,62.0;62.0;62.0;,0,0,0,0;0;0;,1.444444444,0.853,3.333,0.14666666666666667;3.3333333333333335;0.8533333333333334;,0.307138074,0.377,0.422,0.3765803393154313;0.42193045973744797;0.12290342300255441;
